kind,task,machine_selectable,process_time
0,0,"(7, 20, 13, 8, 5, 16, 17, 18)","(18, 19, 13, 13, 14, 13, 17, 15)"
0,1,"(11, 21, 22, 0, 23, 19, 18, 5, 6, 1, 20, 10, 2, 16, 15, 12)","(11, 18, 16, 16, 19, 14, 10, 18, 16, 15, 14, 12, 14, 13, 18, 12)"
0,2,"(18, 9, 6, 11, 19, 12, 8, 13, 24, 22, 0, 7, 16)","(16, 19, 12, 18, 15, 15, 10, 17, 14, 13, 15, 10, 19)"
0,3,"(8, 6, 21, 23, 16, 22, 20, 10, 12, 14, 5, 0, 18, 11, 17, 15, 2, 9, 3, 4, 1, 7, 19)","(15, 12, 18, 20, 18, 19, 15, 19, 14, 17, 20, 10, 13, 19, 16, 19, 16, 14, 15, 13, 15, 19, 11)"
0,4,"(15, 2, 6, 0, 11, 3, 21, 17, 8, 20, 5, 12, 19)","(17, 16, 15, 10, 14, 17, 11, 18, 18, 13, 10, 10, 19)"
0,5,"(5, 24, 4, 22, 10, 21, 16, 6, 7, 13, 9, 20, 2, 19)","(19, 15, 14, 12, 18, 18, 17, 13, 14, 14, 19, 20, 16, 20)"
0,6,"(7, 17, 24, 22, 15, 9, 12, 18, 6, 20, 4, 0, 10, 21, 5, 2, 16, 14, 3)","(16, 18, 16, 16, 17, 19, 18, 19, 19, 14, 17, 10, 16, 11, 17, 20, 10, 16, 19)"
0,7,"(10, 17, 1, 22, 7, 2, 21, 19, 23, 9, 6, 24, 0, 16, 14, 5, 13, 20, 8, 11, 15, 12)","(10, 11, 14, 19, 17, 11, 11, 10, 13, 18, 14, 17, 11, 15, 16, 17, 15, 16, 16, 15, 10, 20)"
0,8,"(15, 7, 4, 2, 24, 21, 22, 1, 19, 17, 8, 23, 20, 12)","(15, 11, 18, 18, 16, 10, 20, 11, 16, 17, 20, 14, 14, 19)"
0,9,"(14, 17, 2, 19, 20, 24, 8, 11, 5, 22, 1, 3, 23, 13, 21, 0, 7, 15, 16, 6)","(20, 12, 13, 14, 13, 15, 19, 20, 16, 19, 18, 15, 10, 14, 15, 10, 20, 15, 16, 16)"
1,0,"(16, 22, 11, 9, 12, 17)","(19, 13, 17, 15, 14, 10)"
1,1,"(16, 7, 18, 15, 6, 11, 19, 22, 12, 3, 8, 9, 14, 10, 0, 20, 24, 23, 17, 1, 13, 5, 2, 21, 4)","(12, 14, 12, 18, 16, 11, 17, 18, 19, 12, 15, 17, 11, 14, 10, 12, 15, 10, 20, 13, 18, 15, 17, 16, 12)"
1,2,"(8, 1, 4, 12, 16, 2)","(16, 14, 18, 11, 20, 16)"
1,3,"(24, 2, 14, 0, 17, 1, 20, 22, 3, 10, 23, 15, 16, 11, 6, 12, 8, 21, 19)","(13, 18, 20, 14, 19, 13, 16, 18, 10, 20, 16, 13, 15, 18, 15, 13, 10, 11, 10)"
1,4,"(19, 2, 5, 18, 22, 8, 14, 7, 13, 16, 6, 20)","(11, 12, 17, 18, 19, 16, 19, 15, 11, 19, 20, 13)"
1,5,"(10, 22, 15, 16, 19, 17, 9, 3)","(10, 14, 20, 18, 15, 12, 17, 17)"
1,6,"(18, 17, 12, 24, 1, 7, 0, 21)","(15, 18, 16, 17, 10, 13, 16, 15)"
1,7,"(3, 1, 13, 12, 22, 17, 20, 24, 18, 4, 15, 19, 5, 11, 2, 23, 14, 0)","(16, 12, 10, 13, 16, 13, 14, 14, 20, 14, 13, 20, 19, 14, 16, 18, 19, 16)"
1,8,"(21, 24, 2, 13, 22, 18, 17, 4, 8, 16, 19, 3, 9)","(13, 13, 11, 18, 11, 20, 12, 13, 13, 15, 17, 20, 16)"
2,0,"(18, 11, 16)","(11, 17, 10)"
2,1,"(23, 8, 19, 5, 24, 1, 3, 9, 18, 22, 20, 0, 2, 10, 21, 13, 4, 17, 12)","(17, 13, 11, 17, 14, 14, 15, 17, 17, 16, 12, 20, 16, 12, 16, 13, 16, 17, 18)"
