kind,task,machine_selectable,process_time
0,0,"(15, 5, 38, 16, 26, 17, 8, 13, 19, 1, 4, 36)","(20, 12, 15, 17, 19, 15, 19, 19, 10, 10, 14, 17)"
0,1,"(32, 35, 36, 23, 6, 37)","(19, 14, 11, 12, 20, 13)"
0,2,"(18, 39, 8, 28, 3, 33, 2, 35, 9, 29, 22, 5, 19, 11, 38, 7, 13, 4, 31, 23)","(12, 15, 14, 16, 10, 11, 18, 19, 11, 11, 13, 14, 13, 14, 18, 15, 17, 11, 13, 13)"
0,3,"(39, 11, 18, 15, 19, 28, 1, 23, 22, 25, 34, 6, 13, 29, 24, 10, 35, 36, 0, 12, 31, 33, 20, 3)","(19, 20, 19, 16, 12, 17, 16, 18, 16, 11, 12, 17, 13, 14, 12, 11, 11, 12, 10, 12, 19, 11, 13, 18)"
0,4,"(35, 37, 24, 16, 27, 28, 6, 34, 4, 31, 21, 29, 33, 11, 38, 0, 18, 15, 22, 13, 32, 10, 19, 36, 20, 30, 39, 2, 23, 17, 3, 5)","(11, 13, 10, 11, 14, 19, 14, 18, 10, 12, 19, 18, 19, 10, 18, 18, 20, 18, 11, 19, 16, 20, 16, 14, 15, 12, 13, 11, 19, 11, 20, 19)"
1,0,"(4, 13, 31, 12, 34, 29, 5, 23, 16, 27, 26, 19, 36, 38, 18, 21, 28, 33, 3)","(19, 10, 18, 12, 11, 20, 13, 13, 15, 16, 18, 13, 11, 17, 12, 13, 16, 20, 16)"
1,1,"(15, 25, 13, 38, 12, 6, 16, 14, 4, 10, 26, 1, 21, 17, 39, 22, 19, 29, 11)","(17, 10, 14, 11, 17, 11, 10, 20, 13, 18, 19, 11, 19, 11, 18, 17, 14, 10, 15)"
1,2,"(27, 11, 8, 15, 39, 30, 4, 2, 25, 3, 24, 36, 21, 37, 22, 17, 12, 6, 5, 32, 33)","(10, 11, 13, 13, 12, 10, 13, 14, 14, 19, 15, 16, 10, 17, 11, 14, 18, 17, 16, 15, 10)"
1,3,"(17, 13, 26, 14, 38, 32, 27, 25, 33, 3)","(17, 17, 15, 12, 15, 20, 17, 12, 13, 11)"
1,4,"(39, 33, 20, 10)","(16, 13, 11, 16)"
1,5,"(34, 20, 7, 38, 0, 3, 6, 30, 18, 31, 26, 8, 12, 23)","(10, 13, 20, 17, 20, 18, 11, 11, 20, 20, 10, 15, 17, 10)"
1,6,"(21, 32, 27)","(13, 19, 19)"
1,7,"(13, 6, 11, 32, 12, 20, 22, 37, 18)","(16, 13, 10, 16, 16, 17, 10, 10, 15)"
2,0,"(31, 18, 32, 37, 0, 7, 1, 19, 13, 38, 8, 22, 16, 3, 10, 33, 29, 36, 12, 30, 4, 17, 5, 2, 9, 26, 14, 6, 24, 25, 35)","(19, 19, 14, 16, 19, 16, 16, 20, 19, 13, 12, 13, 13, 17, 10, 10, 17, 11, 20, 15, 18, 10, 10, 19, 17, 11, 14, 20, 10, 18, 16)"
2,1,"(12, 37, 20, 33, 31, 0, 34, 14, 35, 38, 29, 10, 27, 1, 24, 32, 9, 25, 2, 16, 7, 17, 36, 39, 21)","(13, 13, 12, 13, 14, 13, 10, 16, 15, 18, 17, 14, 14, 18, 18, 18, 13, 19, 20, 12, 13, 17, 15, 19, 10)"
2,2,"(18, 14, 17, 3, 38, 11, 5, 33, 2, 28, 0, 27, 25, 8, 34, 15, 13, 7, 24, 20, 35, 10, 4, 21, 16, 31, 19, 36, 26, 23, 37, 6, 39, 22, 9, 29, 1, 12, 30, 32)","(19, 17, 12, 12, 18, 15, 18, 12, 20, 15, 18, 15, 14, 15, 15, 11, 13, 19, 11, 19, 16, 10, 13, 14, 18, 12, 13, 16, 17, 18, 18, 13, 18, 17, 13, 16, 19, 20, 13, 12)"
2,3,"(39, 18, 21, 25, 31, 2, 28, 6, 29, 38, 19, 7, 32, 10, 24, 8, 11)","(13, 18, 10, 10, 14, 13, 16, 14, 17, 15, 18, 14, 16, 16, 14, 18, 16)"
2,4,"(6, 9, 39, 37, 32, 18, 23, 24, 28, 31, 34, 12, 36, 5, 10, 20, 29, 26, 27, 7, 16, 21, 2, 14, 30, 4, 19, 11, 1, 35)","(17, 14, 11, 16, 13, 17, 11, 12, 10, 16, 13, 11, 17, 15, 15, 12, 19, 17, 17, 16, 10, 11, 14, 15, 18, 14, 10, 18, 11, 11)"
