kind,task,machine_selectable,process_time
0,0,"(14, 22, 20, 16, 17, 2, 19, 23, 12, 9, 4, 3, 18, 1)","(18, 16, 12, 17, 10, 13, 16, 19, 20, 12, 14, 20, 19, 12)"
0,1,"(13, 22, 17, 11, 20, 6, 10, 21, 0, 19)","(20, 16, 19, 13, 12, 16, 15, 17, 13, 12)"
0,2,"(16, 20, 6, 5, 12)","(17, 15, 19, 19, 18)"
0,3,"(18, 9)","(20, 10)"
0,4,"(23, 12, 14, 2, 5, 22, 3, 18, 16, 13, 19, 9, 21, 6, 1)","(20, 11, 11, 11, 10, 10, 10, 15, 11, 15, 15, 13, 12, 13, 14)"
0,5,"(19, 3, 10, 11, 4, 2, 0, 21, 14, 18, 17, 22, 5, 7)","(11, 15, 19, 15, 19, 17, 17, 15, 12, 14, 14, 11, 18, 12)"
0,6,"(3, 2, 20, 4, 13, 1, 9, 14, 0, 16, 22, 17, 12, 10, 15, 8, 5, 21, 24, 23, 11, 19, 18)","(12, 12, 16, 11, 18, 19, 16, 12, 18, 18, 20, 17, 14, 13, 11, 20, 12, 17, 11, 10, 12, 16, 17)"
0,7,"(19, 17, 12, 10, 4, 7, 5, 18, 16, 0, 2, 24, 14, 23, 3, 8, 20, 11)","(16, 17, 12, 10, 19, 15, 17, 19, 19, 12, 17, 10, 17, 20, 19, 15, 15, 11)"
0,8,"(23, 10, 4, 0, 21, 13, 19, 11)","(15, 11, 12, 12, 19, 14, 20, 16)"
0,9,"(22, 20, 5, 17, 12, 14, 2, 18, 15, 13, 10, 16, 11)","(12, 11, 20, 13, 20, 15, 14, 11, 15, 19, 17, 10, 19)"
1,0,"(2, 18, 15, 10, 1)","(19, 16, 12, 15, 14)"
1,1,"(9, 17, 10, 3, 14, 21, 1, 5, 24, 4, 22, 15, 6, 11, 2, 0, 12, 19, 8, 7, 13)","(13, 18, 14, 18, 10, 17, 15, 12, 10, 20, 13, 14, 14, 17, 16, 15, 10, 14, 20, 17, 20)"
1,2,"(6, 18, 16, 22, 10, 0, 7, 13, 8, 20, 1, 9)","(11, 15, 18, 10, 12, 19, 10, 19, 10, 14, 16, 13)"
1,3,"(3, 23, 18, 17, 2, 12, 1)","(17, 16, 16, 10, 20, 14, 16)"
1,4,"(16, 19, 0, 7, 6, 12, 20, 14, 21, 13, 17, 8, 9)","(15, 15, 18, 16, 16, 15, 12, 15, 14, 18, 13, 17, 14)"
1,5,"(21, 0, 11, 6, 24, 14, 2, 4, 13, 10, 12, 23, 16, 5)","(14, 11, 17, 20, 11, 20, 15, 18, 11, 10, 12, 11, 13, 11)"
1,6,"(11, 19, 10, 23, 16, 21, 18, 2, 9, 0, 12, 1, 7, 3)","(12, 15, 11, 12, 19, 13, 11, 11, 10, 10, 15, 19, 11, 12)"
1,7,"(18, 11, 9, 6, 22, 2, 3, 21, 5, 0, 19, 15, 12, 16, 7)","(19, 20, 17, 20, 15, 20, 11, 19, 11, 10, 12, 13, 11, 12, 11)"
1,8,"(11, 22, 5, 3, 15, 10, 2, 8, 4, 19, 6, 0, 14, 21, 1, 7, 13, 12, 20, 18, 17, 9, 16, 23)","(11, 10, 16, 20, 13, 13, 10, 11, 16, 15, 20, 18, 13, 17, 13, 17, 19, 12, 17, 14, 20, 19, 10, 17)"
1,9,"(8, 6, 4, 10, 20, 22, 24, 21, 9, 1, 0, 23, 7, 14, 16)","(12, 18, 10, 11, 12, 13, 14, 12, 18, 19, 13, 11, 11, 13, 12)"
2,0,"(19, 10, 1, 0, 15, 2, 23, 12, 13, 7, 21, 11, 20, 4, 16)","(15, 13, 12, 16, 20, 19, 14, 19, 16, 18, 20, 14, 13, 16, 14)"
2,1,"(10, 4, 24, 5, 22, 8, 19, 2, 12, 0, 3, 16, 15)","(15, 13, 18, 10, 20, 20, 14, 14, 12, 11, 10, 11, 17)"
2,2,"(16, 10, 13, 15, 23, 0, 21, 17, 18, 8, 4, 14, 12, 24, 9)","(15, 10, 19, 16, 11, 20, 17, 10, 20, 11, 15, 19, 15, 20, 19)"
2,3,"(17, 7, 6, 5, 8, 23, 11, 16, 24, 20, 12, 3)","(20, 11, 19, 14, 15, 17, 15, 17, 15, 17, 14, 17)"
2,4,"(2, 1, 6, 8, 4, 0, 13, 23, 12, 11, 24)","(15, 18, 13, 13, 19, 12, 10, 15, 16, 17, 17)"
2,5,"(15, 1, 0, 12, 10, 20, 11, 9, 19, 2, 17)","(15, 16, 17, 17, 17, 12, 12, 16, 16, 10, 12)"
3,0,"(0, 12, 13, 24, 4, 11, 7, 6, 20, 15, 5, 19, 3, 22, 8, 1, 17, 2, 21, 23, 14, 10)","(15, 16, 20, 12, 16, 15, 10, 16, 20, 12, 12, 19, 12, 13, 11, 10, 16, 17, 12, 14, 15, 13)"
3,1,"(7, 13, 11, 15, 18, 4, 24, 10, 23, 21, 6, 5, 22)","(10, 17, 16, 12, 14, 18, 14, 13, 13, 17, 19, 17, 16)"
3,2,"(15, 2, 24, 3, 18)","(16, 12, 17, 20, 10)"
