kind,task,machine_selectable,process_time
0,0,"(36, 38, 14, 7, 30, 37, 39, 23, 10, 6, 4, 27, 13, 32, 26, 34, 5, 9, 21, 12, 22, 35, 15, 18, 1, 29, 24)","(16, 19, 10, 16, 17, 16, 14, 20, 19, 20, 10, 19, 12, 12, 18, 18, 14, 19, 18, 17, 14, 15, 15, 11, 13, 15, 18)"
0,1,"(10, 2, 8, 19, 23)","(17, 12, 17, 11, 17)"
0,2,"(32, 26, 27)","(14, 13, 10)"
0,3,"(9, 34, 39, 32, 14, 8, 19)","(20, 16, 18, 18, 11, 11, 16)"
0,4,"(35, 27, 12, 2, 8, 6, 25, 36, 1, 30, 23, 39, 20, 33, 32, 16, 11, 9, 29, 21, 34, 0, 31, 15, 5, 37, 17, 38, 22, 19, 10, 26, 18, 14, 7, 24, 4, 13, 3, 28)","(14, 10, 13, 14, 13, 19, 18, 18, 11, 18, 17, 13, 18, 17, 17, 20, 15, 18, 13, 13, 13, 16, 14, 17, 17, 10, 14, 11, 13, 10, 19, 10, 19, 11, 15, 13, 18, 20, 16, 10)"
0,5,"(6, 35, 19, 17, 2, 7, 38, 36, 34, 25, 32, 12, 16, 15, 0, 29, 13, 21, 39, 8, 3, 9, 20, 31, 24, 5, 23, 28, 26, 4)","(12, 18, 12, 16, 12, 15, 14, 12, 10, 14, 11, 20, 12, 13, 11, 19, 10, 20, 15, 17, 17, 12, 10, 14, 14, 11, 10, 10, 17, 19)"
0,6,"(24, 23, 1, 21, 10, 27, 17, 30, 5, 34, 16, 11, 8, 6, 32, 4, 12, 38, 36, 22, 37)","(14, 11, 19, 13, 12, 14, 15, 13, 18, 20, 11, 10, 19, 17, 19, 14, 11, 20, 12, 12, 14)"
0,7,"(3, 38, 4, 39, 17, 11, 19, 15, 36, 21, 20, 31, 18, 8)","(18, 17, 10, 19, 18, 17, 12, 16, 14, 19, 16, 13, 12, 12)"
1,0,"(23, 16, 37, 30, 31, 2, 13, 28, 15, 18, 38, 32, 6, 17, 29, 33, 21, 36, 0, 20, 7, 35)","(15, 11, 17, 14, 12, 12, 14, 10, 14, 20, 20, 13, 12, 16, 11, 11, 18, 19, 10, 10, 13, 14)"
1,1,"(30, 16, 17, 31, 24, 19, 12, 22, 37, 15, 34, 29, 28, 5, 35, 14, 27, 6, 21, 32, 23, 10, 11, 25, 20, 0, 18, 1, 3, 38, 26, 4, 13, 39, 9)","(16, 18, 16, 11, 16, 13, 10, 17, 10, 12, 18, 16, 17, 20, 12, 10, 12, 10, 10, 19, 15, 13, 16, 16, 12, 11, 19, 15, 13, 16, 18, 19, 10, 10, 15)"
1,2,"(39, 14, 17, 32, 36, 10, 35, 15, 30, 19, 0, 33, 6, 26, 28, 11, 18, 2, 1, 13)","(17, 17, 19, 15, 10, 10, 11, 17, 13, 12, 15, 19, 10, 10, 17, 13, 19, 17, 11, 13)"
1,3,"(23, 22, 11, 33, 10, 13, 2, 26, 15, 8, 6, 5, 3, 29, 1, 36, 20, 34, 12, 18, 16, 32, 19, 31, 37, 21, 7)","(10, 20, 17, 12, 12, 11, 11, 13, 18, 16, 19, 10, 18, 17, 11, 20, 16, 17, 12, 12, 11, 10, 14, 15, 14, 16, 11)"
1,4,"(26, 15, 3, 8, 0, 9, 19, 36, 22, 28, 17, 6, 35, 2, 11, 14, 7)","(17, 11, 19, 12, 18, 11, 17, 10, 17, 14, 14, 13, 16, 10, 12, 13, 14)"
