kind,task,machine_selectable,process_time
0,0,"(23, 5, 8, 28, 9, 26, 11, 3, 2, 7, 0, 20, 14, 18, 4, 10, 19, 13, 25, 12, 6)","(20, 15, 11, 11, 18, 20, 11, 10, 12, 12, 10, 13, 11, 17, 13, 11, 10, 19, 20, 16, 20)"
0,1,"(4, 6, 17, 18, 12)","(17, 18, 19, 19, 14)"
0,2,"(27, 3, 13, 1, 25, 19, 26, 11, 9, 14, 24, 8, 21, 29, 2, 15, 12, 4, 22, 17, 5, 7, 23)","(10, 15, 13, 19, 11, 10, 13, 20, 17, 11, 17, 20, 10, 15, 18, 16, 15, 10, 19, 14, 18, 10, 11)"
0,3,"(15, 20, 19, 21, 2, 7, 28, 11, 8, 0, 13, 14, 12, 9, 17, 10, 25, 3)","(14, 11, 13, 18, 11, 11, 13, 18, 16, 13, 13, 18, 20, 13, 19, 20, 12, 18)"
0,4,"(21, 18, 4, 16, 13, 2, 1, 25, 12, 6, 14, 19, 8, 10, 20, 5, 3, 24, 28, 22, 11, 27, 29, 15, 17, 9)","(18, 16, 11, 20, 19, 15, 20, 17, 20, 16, 11, 12, 12, 18, 16, 18, 15, 20, 12, 18, 19, 17, 15, 15, 18, 15)"
0,5,"(23, 5, 13, 17)","(15, 16, 20, 16)"
1,0,"(6, 1, 9, 10, 15)","(15, 19, 13, 19, 18)"
1,1,"(1, 8, 3, 0, 18, 5, 13, 23, 27, 11, 6, 14, 15, 19, 4, 12)","(13, 16, 18, 14, 15, 17, 17, 16, 10, 10, 14, 19, 10, 18, 12, 14)"
1,2,"(13, 29, 2, 9, 20, 24, 4, 19)","(10, 14, 13, 13, 15, 10, 14, 18)"
1,3,"(1, 3, 10, 8, 6, 4, 19, 18, 22, 11, 13)","(18, 18, 19, 19, 12, 11, 10, 17, 15, 12, 12)"
1,4,"(7, 24, 17, 19, 28, 10, 29, 15, 9, 27, 11, 6, 12, 13, 8, 0, 3, 18)","(14, 15, 19, 13, 13, 14, 14, 11, 19, 16, 19, 13, 11, 15, 17, 12, 17, 19)"
1,5,"(8, 28, 20, 14, 27, 24, 19, 29, 1, 21, 22, 26, 18, 4, 13, 9, 5, 12, 3, 2, 0, 17, 10, 6, 16, 23)","(11, 19, 20, 14, 10, 19, 16, 11, 10, 15, 15, 16, 16, 11, 13, 20, 19, 10, 20, 20, 16, 10, 14, 18, 10, 15)"
1,6,"(3, 19, 0, 25, 8, 14, 27, 17, 20, 13, 10, 28, 24, 22, 29, 16, 4, 5, 21, 2, 15)","(18, 19, 12, 15, 18, 13, 12, 10, 20, 16, 17, 19, 19, 18, 11, 13, 16, 14, 16, 12, 12)"
2,0,"(21, 12, 11, 1, 27, 6, 20, 25, 23, 18, 24, 26, 13, 3, 0, 16, 10, 22, 2, 15, 29, 19, 28, 4, 8)","(15, 11, 17, 19, 10, 18, 16, 14, 11, 16, 18, 16, 12, 12, 17, 18, 13, 17, 16, 20, 19, 13, 18, 19, 18)"
2,1,"(5, 25, 7, 20, 19, 29, 1, 26, 28, 14, 3, 4)","(13, 13, 11, 14, 16, 15, 20, 19, 11, 11, 20, 16)"
2,2,"(7, 20, 17, 23, 12, 27, 18, 3, 21, 0, 11, 6, 5, 14, 4, 16, 10, 26, 9, 1, 15, 19, 2, 28, 29, 8)","(16, 15, 15, 13, 15, 15, 19, 20, 10, 14, 12, 15, 19, 17, 19, 12, 17, 10, 13, 13, 20, 15, 12, 11, 11, 10)"
2,3,"(25, 28, 0, 4, 13, 24, 8, 27, 7, 1, 22, 6, 3, 12, 26, 21, 9, 23, 19, 14, 10, 11, 5, 29, 20, 2, 17, 18, 16)","(13, 19, 12, 14, 10, 15, 11, 14, 17, 17, 10, 15, 13, 18, 13, 13, 18, 18, 14, 18, 17, 19, 12, 20, 10, 16, 19, 20, 18)"
2,4,"(29, 26, 1, 0, 19, 8, 5, 27, 18, 2, 17, 24, 12, 6, 9)","(10, 14, 12, 10, 14, 13, 19, 14, 10, 17, 20, 10, 11, 16, 20)"
3,0,"(13, 18, 8, 20, 0, 14, 7, 9, 11, 25, 23, 10, 16, 21, 6, 2, 12, 27, 29, 17, 15, 1, 3, 5)","(14, 20, 20, 15, 11, 10, 14, 20, 16, 13, 16, 18, 11, 15, 17, 19, 18, 11, 12, 13, 18, 17, 18, 10)"
3,1,"(16, 0, 15, 7, 2, 13, 6)","(10, 13, 18, 14, 15, 17, 16)"
3,2,"(8,)","(12,)"
3,3,"(16, 13, 4, 19, 22, 8, 15, 5, 26, 24, 18, 2, 12, 25, 17, 21, 7, 28, 11, 3, 23, 1, 6)","(10, 15, 20, 15, 15, 20, 14, 13, 18, 14, 10, 20, 14, 16, 10, 18, 14, 13, 12, 15, 16, 20, 12)"
3,4,"(2, 17, 18, 16, 6, 22, 29, 23, 11, 13, 10, 1, 3)","(11, 16, 18, 20, 19, 20, 20, 13, 16, 13, 19, 12, 16)"
3,5,"(20, 2, 10, 27, 28, 5, 26, 14, 7, 22, 23, 16)","(14, 19, 15, 17, 18, 12, 13, 20, 12, 19, 18, 20)"
4,0,"(20, 10, 17, 7, 8, 16, 28, 9, 14, 4, 6, 2, 29, 1, 19, 18, 26, 0, 22, 15, 13, 27, 24, 12)","(13, 12, 14, 18, 12, 16, 12, 20, 19, 12, 15, 11, 18, 18, 11, 12, 15, 12, 10, 15, 16, 16, 14, 17)"
4,1,"(5, 29, 18, 23, 20)","(20, 14, 12, 13, 11)"
4,2,"(28, 9, 18, 16, 14, 15, 24, 20, 25)","(12, 12, 10, 19, 19, 14, 19, 19, 19)"
4,3,"(25, 21, 26, 24, 9, 22, 23, 17, 13, 6, 8, 12, 3, 28, 11, 10, 4, 29, 2, 27, 18, 15, 7, 5, 19, 1, 16, 0, 14)","(13, 19, 13, 13, 20, 10, 15, 11, 17, 12, 18, 19, 17, 20, 15, 12, 16, 17, 17, 12, 12, 13, 13, 10, 16, 10, 14, 16, 13)"
4,4,"(1, 0)","(20, 13)"
