kind,task,machine_selectable,process_time
0,0,"(13, 10, 8, 21, 9, 1, 6, 14, 4, 11, 7, 15, 22, 2, 5, 0, 16, 19, 23, 12, 3, 18, 24)","(18, 19, 17, 14, 13, 12, 16, 10, 10, 20, 15, 15, 19, 15, 15, 10, 11, 17, 18, 13, 13, 12, 15)"
0,1,"(12, 4, 10, 16, 13, 9, 18, 11, 7, 2, 17, 23, 24)","(20, 20, 18, 14, 18, 16, 18, 19, 19, 19, 13, 16, 10)"
0,2,"(24, 17, 20, 0, 23, 8, 6, 11, 5, 18, 12, 3, 22, 19)","(17, 19, 18, 14, 18, 17, 10, 14, 15, 10, 16, 19, 20, 11)"
0,3,"(5, 17, 7, 23, 1, 9, 18, 13)","(17, 16, 17, 19, 19, 13, 15, 19)"
0,4,"(20, 9, 14, 22, 8, 0, 4, 1, 11, 21)","(13, 17, 14, 14, 20, 10, 13, 20, 19, 14)"
0,5,"(0, 22, 18, 2, 16, 10, 8, 24, 1, 9, 11, 17, 23, 21, 13, 6, 7, 14, 4, 12, 20, 15)","(16, 14, 10, 18, 13, 10, 13, 17, 13, 16, 10, 16, 10, 11, 14, 18, 18, 16, 10, 18, 20, 14)"
0,6,"(23, 15, 18, 1, 22, 14, 11, 20, 10, 3, 2)","(19, 20, 10, 17, 19, 13, 18, 20, 18, 14, 11)"
1,0,"(9, 15, 2, 16, 11, 8, 19)","(13, 16, 18, 15, 12, 18, 20)"
1,1,"(12, 17, 13, 24, 23, 15, 2, 5)","(13, 10, 20, 16, 11, 15, 20, 13)"
1,2,"(17, 0, 5, 18, 23, 21, 13, 19, 4, 7, 24, 6, 11, 10, 15)","(17, 10, 11, 12, 14, 12, 20, 14, 20, 14, 16, 12, 16, 13, 12)"
1,3,"(3, 2, 7, 0, 8)","(15, 11, 14, 14, 18)"
1,4,"(21, 24, 1, 8, 11, 0, 18, 23, 5, 3, 4, 10, 6, 20, 19, 15, 22, 2, 17, 7, 14, 13, 16)","(18, 20, 11, 11, 12, 11, 10, 13, 11, 14, 12, 11, 17, 15, 11, 18, 18, 17, 18, 11, 17, 20, 19)"
1,5,"(23, 17, 9, 0, 22)","(14, 11, 15, 11, 15)"
1,6,"(6, 5)","(12, 16)"
1,7,"(16, 0, 12)","(13, 18, 14)"
1,8,"(10, 13)","(10, 19)"
1,9,"(0, 6, 18, 16, 23, 15, 3, 9, 2, 17, 21, 11, 20, 4, 19, 14, 7, 5, 13)","(11, 11, 12, 12, 15, 12, 18, 18, 13, 17, 20, 15, 10, 15, 16, 16, 11, 18, 16)"
2,0,"(22, 3, 8, 9)","(13, 12, 13, 19)"
2,1,"(11, 10, 19, 4, 18)","(20, 17, 19, 11, 13)"
2,2,"(22, 20, 3, 13)","(20, 17, 18, 17)"
2,3,"(18, 15, 23, 10, 3, 4, 24, 14, 16, 1, 20, 13, 6, 0, 9)","(16, 15, 20, 15, 13, 10, 10, 17, 13, 10, 19, 15, 10, 20, 15)"
2,4,"(11, 16, 17, 7, 15)","(20, 15, 16, 10, 15)"
2,5,"(15, 10, 12, 16, 2)","(17, 11, 12, 11, 19)"
3,0,"(14, 11, 17, 24, 15, 8, 1, 23, 9, 7, 12, 16, 4, 22, 13, 3, 2, 6, 18, 0, 20, 5, 10, 21)","(18, 18, 11, 19, 12, 17, 17, 18, 18, 15, 11, 19, 10, 20, 15, 13, 14, 18, 16, 14, 10, 11, 10, 14)"
3,1,"(3, 22, 21)","(20, 12, 14)"
3,2,"(0, 2, 3, 4, 11, 13, 9, 12, 15, 1)","(16, 12, 14, 15, 16, 11, 18, 15, 11, 17)"
3,3,"(17, 19, 22, 20, 24, 7, 23, 9, 1, 10, 14, 8, 18, 4, 5, 16, 15, 12, 3, 21, 11, 13, 2, 6, 0)","(14, 14, 16, 10, 10, 14, 15, 12, 11, 12, 18, 19, 19, 11, 15, 11, 11, 14, 15, 15, 11, 12, 19, 13, 19)"
3,4,"(14, 5, 8, 1, 20, 17, 9, 10, 19, 24, 13)","(11, 13, 10, 14, 14, 18, 18, 11, 18, 19, 18)"
3,5,"(5, 20, 2, 1, 8, 15, 6, 24, 23, 14, 17, 0, 13, 19, 10, 9, 22, 18, 4, 7, 3, 11, 12)","(14, 18, 20, 14, 11, 16, 10, 14, 16, 11, 20, 15, 14, 10, 12, 11, 11, 19, 10, 11, 17, 10, 17)"
3,6,"(3, 20, 4, 7, 14, 10, 21, 11, 5, 17, 0)","(15, 16, 18, 11, 14, 12, 19, 18, 13, 11, 15)"
3,7,"(9, 13, 1, 0, 18, 6, 19, 10, 22, 14, 5, 4, 3, 24, 17, 12, 11, 8, 20)","(12, 12, 20, 19, 11, 20, 10, 17, 13, 12, 12, 20, 18, 13, 16, 10, 20, 18, 14)"
3,8,"(1, 4, 16, 18, 17, 23, 10, 19)","(19, 13, 17, 18, 13, 10, 16, 13)"
3,9,"(24, 23, 21, 7, 5, 17, 1, 8, 22, 10, 19, 6, 2, 9, 14, 4, 16, 18, 11, 3, 13, 15, 0)","(19, 20, 16, 13, 18, 14, 15, 12, 16, 19, 16, 19, 14, 14, 13, 19, 11, 16, 14, 20, 19, 17, 10)"
4,0,"(18, 15, 11, 4, 14, 22, 16, 23, 9, 3, 12, 1, 2, 17, 7, 21)","(11, 16, 19, 13, 14, 12, 19, 12, 20, 19, 11, 20, 13, 12, 10, 13)"
4,1,"(12, 14, 6, 11, 5, 8, 4, 3, 22, 15, 1, 19, 0, 20)","(13, 10, 11, 20, 16, 12, 13, 14, 11, 19, 10, 20, 13, 11)"
4,2,"(5, 22, 11, 21, 0, 24, 23, 10, 12, 18, 17, 2, 14, 20)","(10, 16, 11, 15, 13, 17, 12, 12, 20, 11, 15, 15, 16, 16)"
4,3,"(8, 16, 20, 9)","(20, 18, 20, 14)"
4,4,"(12, 13, 19, 21, 9, 3, 7, 14, 15, 16, 5, 2, 20, 10, 6, 1, 24, 11, 8, 4, 22)","(17, 20, 13, 20, 12, 13, 16, 15, 13, 20, 20, 13, 17, 17, 14, 16, 10, 14, 10, 16, 17)"
4,5,"(15, 6, 5, 13, 3, 21, 2, 11, 24, 4, 16, 12, 18, 0, 17, 1, 14, 22, 20, 19, 23, 10)","(12, 10, 10, 17, 18, 14, 13, 16, 11, 14, 12, 14, 14, 12, 16, 10, 17, 18, 11, 19, 17, 15)"
4,6,"(23, 13, 12, 4, 24, 17, 18, 3, 21, 10, 7, 16, 22, 11, 8, 9, 1, 6, 14, 15, 20, 0)","(14, 20, 13, 17, 13, 14, 17, 16, 14, 12, 17, 13, 17, 12, 10, 13, 20, 17, 16, 13, 18, 18)"
4,7,"(5, 19, 13, 15, 3, 21, 12, 23, 17, 24, 2, 22, 1, 4, 0, 7, 14, 20)","(20, 12, 11, 14, 15, 18, 14, 11, 14, 20, 18, 14, 16, 10, 11, 19, 11, 13)"
5,0,"(20, 21, 15, 7, 5, 19, 24, 8, 17, 12, 2, 0, 1, 16, 13, 3, 22, 14, 11, 23, 6, 10, 18, 4)","(14, 14, 13, 20, 18, 19, 19, 18, 12, 20, 17, 18, 10, 12, 10, 15, 18, 16, 19, 15, 10, 17, 13, 12)"
5,1,"(18, 2, 11, 16, 12, 22, 15, 17, 7, 13, 8, 20, 14, 3, 19, 1, 6, 10, 21)","(11, 14, 16, 14, 14, 19, 13, 20, 16, 20, 19, 19, 19, 15, 11, 16, 17, 19, 13)"
5,2,"(21, 19, 20, 18, 2, 17, 24, 10, 9, 5)","(13, 15, 10, 15, 15, 17, 13, 18, 15, 17)"
