kind,task,machine_selectable,process_time
0,0,"(7, 9, 23, 14, 24, 16, 19, 12, 33, 32, 22, 39, 28, 0, 31, 18, 34, 21, 8)","(15, 14, 17, 20, 18, 20, 11, 15, 10, 16, 11, 18, 15, 13, 18, 20, 20, 10, 20)"
0,1,"(36, 15, 38, 6, 18, 12, 13, 39, 33, 4, 17, 5, 24, 31, 19, 1, 32, 26, 28, 27, 34)","(20, 10, 13, 12, 19, 16, 13, 20, 13, 14, 17, 12, 17, 12, 17, 14, 12, 13, 20, 11, 18)"
0,2,"(22, 29, 36, 20, 27, 11, 16, 15, 6, 17, 34, 1, 30, 19, 8, 23, 3, 4, 38, 32, 35, 14, 9, 39, 26)","(13, 10, 16, 11, 17, 18, 19, 13, 12, 10, 16, 14, 19, 16, 20, 19, 13, 20, 15, 17, 18, 20, 12, 14, 13)"
0,3,"(4, 23, 0, 17, 8, 31, 22, 10, 37, 30, 6, 35, 16, 34, 11, 36, 21, 14, 27, 29, 32)","(14, 20, 17, 17, 20, 16, 19, 15, 18, 17, 14, 11, 13, 11, 14, 16, 17, 15, 13, 20, 16)"
0,4,"(31, 8, 24, 23, 34, 26, 2, 13, 15, 5, 29, 32)","(11, 12, 17, 15, 20, 11, 15, 16, 12, 17, 17, 19)"
0,5,"(5, 13, 31, 17, 22, 30, 24, 36, 19, 16)","(16, 20, 13, 10, 14, 14, 18, 13, 16, 10)"
0,6,"(22, 33, 5)","(18, 15, 14)"
0,7,"(17, 34, 3, 35, 23, 7, 1, 31, 25, 18, 11, 5, 36, 30)","(20, 15, 16, 16, 17, 16, 16, 14, 10, 14, 17, 13, 15, 20)"
1,0,"(13, 2, 12, 8, 36, 33, 9, 20, 3, 10, 37, 23, 34, 6, 21, 27, 35, 11, 0, 17, 14, 24, 1, 39, 26, 19, 32, 5)","(10, 14, 17, 16, 13, 19, 12, 18, 13, 20, 11, 19, 19, 15, 12, 19, 18, 10, 10, 16, 11, 15, 15, 18, 11, 20, 10, 18)"
1,1,"(16, 8, 30, 1, 22, 35, 23, 27, 4, 31, 18, 17, 33, 12, 10, 29, 9, 28, 7, 24, 5, 21, 25, 2, 37, 36, 3, 14, 20, 19, 11, 0, 32, 34)","(13, 15, 18, 13, 12, 18, 16, 13, 14, 12, 15, 15, 16, 13, 18, 13, 10, 10, 10, 18, 11, 18, 16, 17, 10, 12, 14, 14, 10, 13, 20, 13, 10, 14)"
1,2,"(0, 27, 14, 5, 30, 22, 32, 10, 19, 25, 2, 21, 6, 7, 15, 13, 11, 8)","(11, 16, 20, 16, 12, 14, 11, 11, 11, 18, 16, 10, 10, 18, 19, 12, 11, 19)"
1,3,"(37, 36, 35, 1, 15, 24, 19, 3, 29, 5, 38, 18, 31, 21, 0, 8, 34, 39, 16, 13, 32, 23, 9, 30, 26, 25, 10, 6, 4, 33, 14, 11, 12, 17, 22, 28, 27)","(16, 13, 19, 14, 15, 16, 18, 10, 14, 14, 17, 13, 11, 14, 20, 19, 17, 16, 14, 16, 11, 13, 16, 18, 14, 17, 14, 18, 18, 13, 16, 10, 17, 16, 15, 18, 11)"
1,4,"(34, 2, 25, 4, 23, 0, 27, 21, 10, 16, 38, 29, 6, 14, 28, 9, 5, 37, 39, 36, 35, 15, 18, 17, 19, 3, 26, 12, 1, 24, 11, 33, 20, 22, 32, 13, 7, 8, 31, 30)","(17, 13, 19, 10, 16, 13, 17, 15, 17, 19, 11, 20, 14, 15, 12, 20, 11, 11, 18, 12, 13, 17, 19, 13, 11, 12, 16, 19, 17, 18, 19, 13, 10, 17, 14, 16, 14, 15, 12, 10)"
1,5,"(25, 32, 14, 28, 34, 9, 4, 23, 20, 2, 8, 37, 26, 29, 0, 16, 19, 39, 7, 17, 21)","(15, 19, 19, 16, 10, 14, 13, 18, 17, 18, 17, 15, 20, 13, 15, 17, 17, 18, 18, 11, 11)"
1,6,"(2, 27, 11, 34, 35, 24, 7)","(16, 11, 16, 12, 10, 12, 18)"
2,0,"(28, 22, 5, 38, 33, 29, 36, 1, 37, 31, 39, 19, 26, 4, 32, 14, 30, 3, 25, 0, 2, 16, 20)","(11, 12, 13, 17, 11, 10, 16, 17, 12, 20, 18, 17, 12, 18, 16, 16, 10, 14, 11, 16, 14, 20, 14)"
