kind,task,machine_selectable,process_time
0,0,"(4, 21, 17, 24, 15, 2, 7, 1, 25, 29, 11, 27, 8, 20, 9, 3, 12, 13, 10, 26, 18, 23, 14)","(16, 20, 11, 19, 19, 15, 11, 17, 11, 15, 12, 13, 19, 11, 10, 12, 20, 19, 12, 19, 15, 20, 10)"
0,1,"(13, 28, 21, 26, 19, 10, 12, 4, 5, 27, 6, 29, 11, 25, 2, 24, 3, 0, 18, 8, 22, 17, 23, 9, 7, 20, 15, 16, 14)","(11, 14, 13, 17, 14, 20, 18, 13, 10, 19, 13, 10, 19, 16, 17, 11, 13, 20, 19, 17, 11, 19, 11, 12, 16, 10, 20, 12, 12)"
0,2,"(29, 15, 26, 12, 2, 19, 14, 21, 5, 6, 10, 4, 27, 28, 0, 20, 22, 13, 18, 8, 24, 11, 17, 3, 25, 16, 23)","(11, 13, 12, 11, 20, 17, 16, 17, 20, 12, 10, 11, 19, 20, 11, 11, 11, 16, 16, 11, 12, 12, 10, 11, 19, 10, 17)"
0,3,"(0, 9, 29, 12, 4, 6, 16, 24, 23, 25, 3)","(12, 15, 20, 18, 17, 13, 13, 19, 13, 10, 14)"
0,4,"(1, 0, 22, 13, 6)","(19, 13, 16, 16, 15)"
0,5,"(12, 23, 27, 11, 3, 14, 6, 26, 29, 10, 5, 19, 28, 20, 25, 4, 9, 15, 16)","(13, 18, 10, 20, 12, 17, 20, 20, 14, 18, 11, 12, 14, 12, 11, 11, 14, 10, 18)"
1,0,"(7, 11, 21, 4, 6, 5, 2, 19, 22, 13, 17, 29, 14, 9, 23, 16, 24, 12)","(20, 16, 20, 18, 12, 15, 10, 19, 20, 15, 12, 12, 19, 14, 16, 12, 10, 19)"
1,1,"(10, 15, 2, 25, 3, 23, 22, 11, 13, 1, 4, 5, 20, 8, 19, 27, 29, 24, 0, 16, 9, 26, 18, 6, 12, 14, 28, 21, 7, 17)","(13, 15, 15, 16, 11, 20, 10, 13, 20, 19, 19, 15, 12, 19, 17, 10, 11, 13, 17, 11, 12, 14, 13, 16, 15, 18, 15, 18, 15, 16)"
1,2,"(2, 23, 0, 26, 5, 11, 25, 8, 29, 9, 21, 24, 10, 7, 22, 6, 4)","(14, 12, 13, 10, 14, 11, 12, 10, 12, 17, 10, 16, 11, 15, 19, 12, 17)"
1,3,"(2, 18, 21, 13, 24, 11, 10, 23)","(13, 18, 17, 14, 10, 12, 19, 19)"
1,4,"(18, 24, 4, 13, 3)","(10, 17, 11, 16, 16)"
1,5,"(20, 15, 8, 7, 10)","(19, 10, 16, 13, 12)"
1,6,"(2,)","(12,)"
1,7,"(24, 18, 0, 3, 25, 14, 10, 22, 11, 16, 15, 23, 20, 13, 1, 19, 6, 27, 5, 4, 9, 28, 2, 29, 8, 21)","(14, 18, 20, 11, 15, 15, 14, 12, 20, 20, 20, 10, 13, 14, 10, 13, 10, 11, 10, 19, 15, 16, 17, 19, 20, 17)"
1,8,"(5, 25, 23, 22, 12, 9, 26, 0, 29, 6, 21, 10, 19, 28, 8, 3, 15, 11, 1, 17, 16, 24)","(15, 16, 14, 19, 11, 15, 17, 19, 20, 15, 15, 14, 16, 12, 13, 14, 17, 11, 12, 14, 17, 16)"
1,9,"(16, 9, 26, 14, 3, 24, 23, 10, 12, 29, 4, 6, 8, 19, 22, 20, 21, 11, 0, 25, 28, 27, 5, 17, 18)","(10, 11, 10, 18, 10, 11, 18, 11, 10, 13, 10, 16, 18, 13, 11, 17, 16, 14, 11, 17, 12, 16, 18, 10, 18)"
2,0,"(21, 9, 0, 26)","(10, 18, 11, 20)"
2,1,"(4, 20, 0, 27, 13)","(15, 17, 11, 12, 19)"
2,2,"(22, 25, 11, 19, 13, 12, 18, 7, 23, 29, 26, 8, 0, 2, 15, 1, 5, 21, 28, 14, 10, 17, 16, 4, 6, 20)","(10, 11, 15, 10, 17, 11, 13, 18, 10, 16, 17, 11, 13, 10, 17, 13, 15, 11, 10, 14, 15, 18, 14, 17, 14, 13)"
2,3,"(29, 20, 15, 19, 27, 22, 2, 5, 3, 7, 26, 1)","(16, 12, 11, 13, 10, 10, 19, 16, 12, 15, 18, 18)"
2,4,"(6, 9, 8, 4, 20, 25, 23, 27, 24, 19, 0, 12, 28)","(20, 15, 17, 16, 16, 19, 14, 17, 10, 13, 11, 18, 10)"
2,5,"(24, 6, 13, 18, 14, 1, 12, 23, 4, 28, 20, 16, 17, 25, 15, 7, 26, 27, 9, 3, 29, 10, 5, 21)","(15, 13, 20, 13, 19, 16, 12, 17, 14, 16, 16, 16, 12, 11, 15, 19, 11, 18, 13, 12, 17, 10, 10, 10)"
2,6,"(4, 15, 27, 2, 28, 1, 22, 24, 14, 25, 13, 5, 3, 9, 10, 21, 8, 6, 16, 7, 19, 0, 29, 11, 20, 17)","(14, 16, 16, 16, 11, 14, 15, 20, 19, 10, 11, 11, 10, 17, 19, 17, 20, 17, 11, 14, 10, 10, 20, 14, 19, 13)"
2,7,"(6, 27, 7, 8, 18, 16, 28, 0, 13, 29, 11, 1, 24, 17, 5, 25, 12, 22, 4, 10, 9, 26, 19, 3)","(18, 18, 11, 19, 20, 14, 19, 10, 15, 13, 20, 11, 15, 12, 10, 14, 19, 19, 18, 10, 19, 14, 20, 19)"
2,8,"(18, 5, 19, 2, 0, 17, 7, 4, 28, 21, 14, 1, 11, 25, 24, 20, 9, 13, 26, 12, 16, 6, 10, 22, 29, 27, 3, 23)","(17, 16, 19, 18, 17, 20, 13, 20, 11, 13, 17, 19, 17, 20, 11, 16, 16, 19, 18, 14, 11, 16, 16, 11, 12, 13, 17, 14)"
3,0,"(2, 5)","(10, 17)"
3,1,"(11, 3, 17, 19, 2, 8, 26, 23, 27, 12, 25, 7, 6, 24, 15, 18, 0, 21)","(17, 19, 14, 13, 13, 12, 15, 16, 12, 13, 18, 20, 19, 19, 14, 19, 19, 11)"
3,2,"(20, 11, 10, 6, 14, 1, 25)","(19, 17, 10, 11, 14, 12, 16)"
3,3,"(28, 19, 3, 8, 13, 21)","(20, 12, 10, 13, 17, 10)"
3,4,"(10, 11)","(18, 17)"
3,5,"(3, 26, 25, 11, 22, 10, 20, 24, 28, 4, 8, 14, 23, 0, 6, 15, 13, 29, 9, 5, 21, 2, 1, 27, 18, 19, 7, 16, 12)","(18, 12, 11, 11, 16, 10, 12, 20, 20, 20, 10, 20, 20, 20, 14, 11, 18, 11, 13, 15, 20, 19, 19, 18, 19, 18, 19, 17, 12)"
3,6,"(0, 10)","(11, 11)"
3,7,"(22, 23, 20, 24, 0, 13, 6, 27, 5)","(17, 10, 18, 18, 20, 19, 14, 20, 18)"
4,0,"(3, 5, 27, 1, 12, 10, 21, 19, 8, 24, 29, 7, 26, 4, 23, 20, 6, 17, 28, 14, 25, 11, 2, 18, 15)","(10, 11, 18, 16, 14, 14, 18, 12, 12, 11, 17, 15, 18, 18, 13, 19, 17, 18, 15, 17, 10, 18, 12, 10, 10)"
4,1,"(29, 27, 20, 21, 24, 11, 13, 12, 5, 14, 16, 17, 15, 6, 25, 23, 9, 4)","(14, 18, 10, 16, 17, 15, 17, 20, 11, 12, 13, 16, 19, 11, 14, 19, 16, 11)"
4,2,"(27, 14, 6, 28, 15, 1, 16, 23, 3, 8, 13, 25, 26, 17, 9, 4)","(20, 20, 11, 12, 18, 17, 20, 19, 14, 12, 19, 20, 16, 18, 18, 12)"
4,3,"(27, 20, 6, 5, 18, 19, 29, 13, 23, 16, 9, 7, 4, 26, 21, 12, 11, 8, 14, 17)","(17, 16, 19, 20, 17, 20, 20, 10, 14, 10, 19, 15, 13, 11, 14, 11, 19, 16, 11, 15)"
4,4,"(27, 11, 23, 14, 25, 29, 6, 7, 28, 18, 9, 13, 0, 1, 10, 20, 17, 15, 24, 3, 5, 4, 8, 2, 16, 19)","(16, 10, 17, 18, 20, 13, 12, 17, 14, 20, 18, 18, 13, 15, 16, 15, 11, 17, 19, 20, 20, 20, 16, 12, 14, 20)"
