kind,task,machine_selectable,process_time
0,0,"(28, 15, 36, 8, 9, 39, 10, 19, 4, 7, 1, 5, 29, 26, 30, 23, 24, 37, 32, 17, 2, 18, 22, 6, 38, 16)","(17, 10, 11, 17, 19, 19, 19, 13, 12, 14, 12, 10, 12, 14, 18, 13, 17, 14, 14, 14, 11, 17, 12, 13, 14, 15)"
0,1,"(33, 0, 30, 28, 35, 27, 7, 29, 5, 19, 23, 25, 8, 18, 11, 4, 20, 1, 2)","(16, 15, 13, 18, 16, 19, 14, 17, 19, 10, 12, 15, 14, 18, 15, 13, 16, 12, 16)"
0,2,"(21, 4, 30, 18, 5, 12, 13, 11, 8, 28, 26, 1, 29, 34)","(18, 19, 10, 14, 17, 12, 13, 18, 16, 14, 11, 20, 10, 10)"
0,3,"(3, 8, 22, 35, 37, 10, 32, 33, 5, 2, 31, 27, 14, 20, 11, 0, 18, 21, 12, 16, 30, 23, 24, 25, 4, 36, 15, 28, 34, 17, 9, 13, 1, 7)","(19, 15, 13, 18, 15, 20, 15, 17, 14, 12, 11, 16, 14, 13, 15, 19, 19, 10, 10, 19, 13, 17, 18, 11, 14, 20, 16, 10, 14, 17, 20, 20, 16, 11)"
0,4,"(12, 14, 29, 33, 8, 19, 15, 30, 34, 32, 3, 39, 27, 16, 23, 25, 20, 31, 36, 5, 35, 13, 7)","(14, 13, 17, 18, 18, 14, 14, 13, 17, 10, 16, 16, 11, 18, 17, 20, 15, 16, 14, 16, 17, 12, 20)"
0,5,"(25,)","(16,)"
0,6,"(31,)","(13,)"
0,7,"(0, 33, 30, 13, 37, 26, 25, 12, 28, 8, 6, 14, 36, 35, 10, 4, 31, 29, 15, 27, 2, 9, 32, 34, 17, 22, 24, 11, 5, 19, 23, 7, 18, 16, 39, 21, 38)","(16, 18, 11, 15, 20, 14, 11, 18, 15, 18, 19, 19, 10, 10, 12, 17, 17, 12, 19, 11, 10, 18, 14, 15, 10, 17, 20, 18, 16, 10, 14, 13, 15, 16, 16, 10, 15)"
1,0,"(24, 12, 2, 22, 38, 15, 29, 0, 21, 20, 14, 3, 39, 27, 25, 35, 30, 23, 36, 5, 19)","(10, 13, 13, 17, 14, 16, 19, 18, 13, 13, 10, 16, 17, 20, 17, 20, 13, 10, 16, 17, 11)"
1,1,"(17, 28, 29, 37, 16, 3, 21, 4, 1, 11, 27, 2, 32, 25, 12)","(18, 12, 12, 12, 16, 16, 17, 19, 20, 14, 11, 19, 10, 18, 17)"
1,2,"(4, 27, 20, 9, 25, 11, 18, 12, 13, 16, 10, 6, 30, 26, 22, 37, 31, 29, 23, 28, 17, 36, 5, 7, 24, 34, 38, 35, 15, 3)","(18, 20, 18, 16, 15, 13, 18, 15, 20, 19, 10, 16, 17, 13, 19, 16, 13, 14, 20, 12, 18, 19, 18, 17, 16, 10, 15, 20, 15, 10)"
1,3,"(8, 37, 22, 5, 3, 35, 34, 32, 25, 21, 24, 0)","(20, 20, 14, 19, 12, 12, 11, 17, 10, 14, 20, 18)"
1,4,"(7, 17, 23, 31, 34, 37, 11, 2, 3, 26, 9, 13, 36)","(16, 11, 18, 16, 20, 17, 10, 16, 16, 13, 12, 10, 11)"
2,0,"(36, 30, 21, 37, 25, 10, 6, 5, 39, 7, 31, 12, 38, 35, 1, 11, 9, 28)","(16, 12, 19, 20, 10, 17, 13, 19, 19, 12, 18, 19, 11, 20, 19, 18, 12, 17)"
2,1,"(13, 34, 17, 18, 29, 38, 10, 27, 1, 32, 7, 33, 2, 22, 9, 5, 19, 23, 31, 39, 3, 0, 35, 37, 28, 25, 30, 11)","(11, 18, 12, 16, 15, 13, 13, 17, 11, 17, 10, 18, 16, 14, 19, 14, 12, 16, 19, 14, 12, 10, 13, 19, 18, 20, 20, 13)"
2,2,"(35, 7, 0, 14, 38, 39)","(11, 20, 13, 15, 14, 20)"
2,3,"(19, 2, 24, 14, 3, 23, 29, 7, 32, 28, 37, 27, 39, 16, 26, 10, 6, 25, 0, 31, 21, 33, 20, 12, 30, 38, 4, 5, 34)","(20, 19, 10, 11, 14, 15, 19, 19, 16, 17, 10, 16, 19, 12, 11, 19, 15, 18, 17, 13, 10, 15, 14, 19, 18, 12, 14, 13, 18)"
2,4,"(32, 13, 11, 8, 3, 7, 6, 33, 4, 23, 36, 30, 21, 26, 5, 1, 2, 18, 15, 37, 28, 25, 39, 29, 27, 12, 10, 31)","(18, 14, 20, 13, 10, 12, 20, 11, 17, 18, 11, 16, 17, 18, 10, 16, 20, 16, 20, 14, 20, 13, 20, 11, 15, 20, 18, 19)"
2,5,"(31, 32, 23, 22, 8, 1, 17, 18, 0, 35)","(10, 11, 16, 20, 14, 19, 20, 12, 20, 18)"
2,6,"(28, 16, 29, 39, 31, 26, 19, 38, 21, 8, 33, 36, 14, 22, 18)","(11, 15, 10, 13, 17, 10, 11, 17, 10, 19, 12, 16, 20, 14, 10)"
2,7,"(23, 24, 21, 0, 19, 28, 22, 26)","(17, 10, 13, 10, 18, 20, 18, 10)"
2,8,"(1, 9, 28, 13, 17, 38, 39, 31, 35, 15, 4, 33, 6, 32)","(18, 20, 11, 17, 12, 16, 12, 18, 12, 19, 16, 18, 12, 20)"
2,9,"(15, 7, 35, 20, 38, 28, 6, 34, 19, 2, 17, 27, 8)","(14, 14, 18, 15, 10, 20, 10, 17, 12, 18, 18, 20, 19)"
3,0,"(18, 27, 39, 23, 9, 6, 0, 30, 8, 3, 20, 7, 32, 2, 38, 29, 1, 31, 19, 17, 36, 37, 28, 14, 34, 21, 24)","(15, 19, 12, 20, 20, 17, 20, 14, 11, 11, 16, 18, 10, 16, 19, 20, 11, 19, 16, 11, 12, 17, 16, 16, 12, 10, 18)"
3,1,"(29, 30, 3, 0, 15, 16, 7, 32)","(10, 18, 12, 10, 13, 19, 11, 17)"
3,2,"(35,)","(10,)"
3,3,"(24, 3, 30, 27, 32, 18, 38, 35, 29, 9, 15, 13, 1, 36, 39, 34, 37, 33, 25, 16, 2, 28, 14, 23, 26, 31, 10, 17, 8, 7, 11, 19, 5, 20, 22, 12, 6, 21, 4, 0)","(20, 12, 16, 13, 20, 14, 14, 14, 13, 15, 19, 16, 20, 20, 12, 20, 14, 15, 18, 20, 17, 10, 11, 12, 10, 14, 20, 20, 12, 14, 12, 20, 15, 13, 16, 19, 10, 19, 11, 12)"
3,4,"(8, 27, 26, 33, 30, 22, 7, 21, 35, 11, 15, 14, 17, 37, 25, 36, 1)","(13, 17, 15, 13, 10, 12, 18, 14, 19, 17, 16, 10, 13, 19, 16, 20, 17)"
3,5,"(34, 33, 5, 12, 17, 11, 10, 29, 1, 7, 13, 23, 0, 30, 26, 19, 15, 4, 39)","(10, 12, 14, 13, 16, 15, 12, 14, 10, 15, 15, 13, 16, 14, 18, 11, 18, 17, 15)"
3,6,"(16, 3, 25, 29, 5, 13)","(14, 20, 10, 13, 16, 14)"
3,7,"(0, 36, 31, 17, 22, 9, 12, 20, 14, 32, 27, 8, 7, 15, 3, 35, 39, 30, 5, 33, 25, 34, 4, 18, 1, 38, 26, 24)","(18, 18, 12, 11, 15, 19, 17, 17, 13, 18, 15, 14, 16, 16, 12, 13, 12, 13, 16, 10, 16, 16, 17, 19, 19, 18, 16, 14)"
3,8,"(31, 12, 33, 6, 8, 24, 13, 37, 17, 1, 35, 16, 39, 34, 10, 4, 26, 27, 2, 5)","(19, 11, 12, 15, 19, 14, 19, 17, 20, 12, 12, 10, 14, 12, 19, 18, 16, 12, 12, 16)"
3,9,"(34, 23, 32, 39, 6, 30, 22, 15, 9)","(19, 19, 12, 10, 16, 16, 16, 11, 17)"
4,0,"(9, 2, 33, 12, 37, 21, 3, 26, 30, 13, 11, 34, 8)","(19, 19, 16, 12, 13, 15, 16, 19, 19, 19, 20, 12, 19)"
4,1,"(21, 9, 33, 18, 10, 30, 28)","(19, 18, 13, 13, 15, 18, 17)"
4,2,"(33, 8, 31, 1, 22, 10, 34, 29, 18, 9, 24, 11, 15, 32, 35, 5, 23, 14, 16, 36, 27, 7, 39, 38, 26)","(16, 18, 18, 17, 17, 17, 19, 12, 15, 16, 10, 14, 11, 13, 14, 18, 12, 10, 18, 14, 19, 13, 11, 15, 13)"
4,3,"(34, 1, 21, 22, 35, 23, 33, 19, 18, 8, 25, 5, 9, 30, 16, 17, 3, 29, 12, 13, 10, 7, 36)","(19, 18, 13, 19, 11, 12, 12, 16, 10, 10, 10, 11, 14, 14, 10, 20, 20, 17, 16, 12, 19, 11, 14)"
4,4,"(8, 1, 15, 14, 31, 36, 23, 33, 2, 13, 0, 22, 28, 3, 25, 19, 4, 27)","(20, 20, 13, 10, 14, 19, 11, 13, 14, 11, 10, 13, 18, 19, 17, 15, 12, 20)"
4,5,"(37, 13, 39, 20, 24, 2, 14, 5, 15, 19, 29, 0, 35, 23, 9, 4, 21, 25, 27)","(18, 17, 12, 10, 19, 19, 18, 16, 20, 15, 20, 16, 14, 12, 20, 12, 14, 10, 15)"
4,6,"(27, 11, 17, 22, 24, 30, 39, 34)","(19, 20, 12, 10, 18, 12, 13, 15)"
4,7,"(29, 13, 20, 31, 25, 36, 2, 19, 28, 8, 22, 0, 35)","(13, 10, 19, 17, 16, 16, 19, 11, 19, 14, 18, 19, 16)"
5,0,"(9, 3, 4, 20, 39, 34, 13, 0, 35, 29, 32, 37, 7, 17, 8, 24, 25, 15, 12, 21, 18, 1, 6, 22, 10, 27, 26, 30, 38, 36)","(12, 19, 18, 10, 20, 15, 16, 18, 12, 10, 11, 17, 20, 15, 13, 20, 10, 17, 19, 16, 16, 11, 18, 16, 19, 15, 17, 12, 20, 20)"
5,1,"(20, 15, 11, 14, 36, 1, 18, 30, 34, 23, 17, 21)","(14, 10, 14, 13, 14, 17, 14, 11, 12, 15, 13, 11)"
5,2,"(16, 32, 14, 8, 38, 4, 23, 3, 22, 12, 10, 24, 39, 37, 5, 7, 13, 1, 9, 34, 19, 33, 35, 18, 21, 26, 28, 15, 27, 30)","(20, 13, 17, 20, 19, 15, 16, 11, 10, 10, 17, 17, 17, 13, 20, 12, 11, 17, 15, 10, 13, 16, 11, 19, 20, 12, 10, 12, 15, 19)"
5,3,"(2, 9, 13, 25, 20, 17, 22, 15, 34, 35, 6, 10, 18, 19, 39, 30, 8, 23, 14, 27, 7, 12, 28, 33, 36, 37, 5, 11, 21, 4, 29)","(19, 19, 11, 19, 13, 18, 17, 13, 13, 17, 10, 13, 14, 12, 14, 14, 14, 17, 14, 18, 19, 10, 14, 17, 16, 10, 17, 18, 16, 12, 13)"
5,4,"(26, 0, 18, 16, 37, 15, 32, 8, 13, 39, 30, 9, 25, 34, 27, 17, 19, 31, 23, 38, 4, 3, 11, 36, 5)","(15, 11, 10, 17, 16, 15, 11, 19, 11, 17, 20, 10, 18, 15, 11, 17, 13, 20, 12, 18, 19, 15, 11, 14, 15)"
6,0,"(13, 27, 21, 0, 32, 18, 7, 11, 22, 36, 2, 4, 9, 26, 29, 20, 23, 25, 16, 19, 30, 28, 14, 6, 1, 37, 15, 35, 5, 12, 10, 31, 39, 34)","(16, 13, 14, 10, 19, 11, 18, 15, 18, 10, 15, 15, 18, 11, 11, 15, 17, 14, 14, 19, 16, 20, 15, 13, 19, 20, 11, 16, 10, 20, 17, 17, 10, 10)"
6,1,"(28, 26, 30, 18, 31, 35, 24, 14, 5, 11, 21, 10, 1, 0, 34, 39, 25, 38, 20, 33, 19, 23, 16, 36)","(14, 10, 19, 13, 10, 14, 15, 14, 11, 18, 14, 10, 13, 19, 18, 12, 12, 11, 18, 10, 20, 13, 19, 16)"
6,2,"(5, 12, 34, 38, 4, 8, 3, 10, 33, 17, 29, 22, 6, 1, 27, 16, 7, 15, 11, 36, 28, 37, 25, 21, 31, 30, 14, 13, 2, 23, 0)","(16, 12, 10, 13, 18, 15, 18, 18, 16, 20, 14, 20, 10, 20, 17, 18, 18, 10, 12, 16, 15, 12, 19, 15, 11, 16, 14, 16, 19, 13, 13)"
6,3,"(33, 28, 17, 16, 30, 5, 4, 31, 26, 37, 23, 38, 24, 20, 6, 22, 35, 8, 19, 15, 12, 11, 10, 1, 3, 18, 27)","(13, 15, 16, 12, 13, 10, 13, 19, 17, 14, 14, 10, 18, 18, 10, 16, 17, 10, 18, 19, 18, 17, 10, 19, 12, 10, 20)"
6,4,"(5, 9, 0)","(11, 19, 19)"
6,5,"(36, 38, 12, 19, 7, 2, 32, 0, 8, 39, 26, 21, 5, 9, 29, 28, 35, 15, 17, 33, 27, 37, 24, 18, 10, 11, 31, 14)","(11, 18, 20, 14, 13, 11, 11, 13, 20, 12, 16, 16, 11, 11, 15, 18, 14, 18, 15, 18, 10, 15, 12, 16, 13, 12, 20, 11)"
6,6,"(20, 16, 23, 15, 22, 4, 5, 19, 0, 6, 36, 32, 21, 12)","(11, 19, 20, 16, 10, 14, 17, 20, 20, 12, 12, 10, 15, 13)"
6,7,"(37, 34, 7, 35, 33, 28, 6, 38, 26, 5, 23, 30, 11, 36, 8, 4, 13)","(19, 17, 20, 10, 17, 17, 14, 15, 14, 14, 17, 10, 18, 20, 20, 12, 20)"
