kind,task,machine_selectable,process_time
0,0,"(23, 17, 15, 2, 1, 21, 11, 8)","(15, 15, 11, 11, 10, 14, 17, 15)"
0,1,"(14, 6, 2, 24, 15, 19, 18, 21, 0, 12, 4, 5, 1, 7, 10, 11, 22, 9, 17)","(14, 11, 12, 11, 12, 16, 17, 18, 18, 18, 16, 11, 10, 11, 15, 18, 11, 19, 19)"
0,2,"(23, 3, 12, 15, 5, 14, 1, 10, 8, 0, 20, 6, 9)","(15, 16, 10, 14, 16, 16, 11, 18, 13, 19, 18, 12, 20)"
0,3,"(9, 5, 22, 0, 8, 21, 19, 20, 2, 14, 17, 3, 4, 16, 15, 1, 12, 18, 10, 11, 6, 23)","(16, 12, 12, 14, 14, 14, 17, 12, 11, 12, 16, 14, 16, 14, 17, 11, 15, 14, 13, 20, 17, 19)"
0,4,"(12, 10, 8, 20, 5, 1, 13, 3, 19, 24, 17, 0, 15, 16, 9, 7, 22, 4)","(19, 13, 17, 11, 12, 14, 10, 16, 15, 19, 16, 15, 17, 15, 16, 20, 19, 12)"
0,5,"(18, 22, 7, 11, 2, 16, 10, 4, 21, 17, 0)","(14, 15, 19, 13, 17, 15, 12, 16, 15, 14, 20)"
0,6,"(10, 16, 0, 8, 24, 15, 11, 1, 12, 6, 7, 13, 19)","(17, 19, 13, 15, 16, 14, 16, 15, 11, 19, 13, 19, 18)"
0,7,"(8, 17, 0, 10, 5, 12, 14, 18, 23, 1, 11, 7, 24, 20, 21, 9, 15, 4, 2, 13, 3, 6, 22, 16, 19)","(12, 20, 18, 10, 17, 13, 17, 14, 11, 16, 20, 17, 12, 20, 14, 13, 14, 20, 12, 16, 16, 11, 17, 19, 17)"
0,8,"(9, 7, 19, 4, 20, 8, 2, 10, 17, 1, 16, 14, 0, 6, 24, 23, 22, 15, 3, 5, 11, 12, 21, 18)","(19, 16, 18, 18, 16, 18, 10, 15, 18, 19, 20, 11, 11, 13, 20, 20, 15, 12, 20, 19, 10, 19, 20, 20)"
1,0,"(23, 7, 2, 18, 1)","(20, 16, 15, 16, 11)"
1,1,"(15, 14, 6, 20, 7, 24, 8, 1, 11, 0, 3, 18, 4, 19, 17, 13, 2, 9, 22, 23, 5, 12, 21)","(10, 11, 14, 13, 18, 18, 18, 19, 19, 13, 17, 15, 16, 17, 20, 19, 18, 12, 15, 10, 17, 11, 14)"
1,2,"(24, 21, 9, 22, 15, 19, 1, 10, 12, 4, 23, 14, 7, 20, 18, 16, 11, 13, 8, 5, 3, 0, 2, 17)","(16, 11, 11, 12, 15, 14, 15, 17, 13, 18, 17, 15, 17, 11, 17, 17, 15, 11, 14, 10, 11, 10, 15, 20)"
1,3,"(14, 17, 6)","(11, 20, 12)"
1,4,"(5, 21, 0, 3, 20, 16, 18, 2, 22, 1, 12, 23, 4, 8, 13, 7, 11)","(13, 18, 12, 18, 12, 15, 18, 16, 17, 13, 16, 20, 12, 12, 20, 20, 16)"
1,5,"(4, 2, 24, 10, 22, 12, 15, 14, 21, 19, 1, 7, 13, 23, 16, 5, 6, 9, 3, 17, 0, 8, 11, 20)","(16, 10, 19, 13, 17, 19, 16, 16, 10, 13, 13, 14, 11, 19, 11, 18, 12, 15, 15, 13, 17, 11, 14, 20)"
2,0,"(19, 22, 11, 8, 14, 13, 3, 10, 17, 7, 24, 6)","(17, 18, 20, 15, 19, 16, 19, 16, 19, 11, 15, 15)"
2,1,"(4, 12)","(17, 19)"
2,2,"(22, 23, 13, 14)","(12, 20, 14, 19)"
2,3,"(8, 24, 20, 18, 19, 13, 22, 3, 9, 4, 16, 23, 14, 11)","(19, 11, 20, 12, 15, 11, 13, 14, 11, 12, 15, 12, 18, 16)"
2,4,"(23, 7, 17, 14, 21, 16, 20, 2)","(16, 19, 12, 19, 16, 16, 12, 17)"
2,5,"(0, 6, 16)","(20, 18, 20)"
2,6,"(7, 15, 16, 12, 11, 13, 21, 3, 4, 22, 5)","(12, 18, 12, 17, 14, 12, 12, 15, 17, 19, 10)"
2,7,"(12, 16, 10, 9, 4, 17, 13, 22, 24, 21, 19, 18, 20, 0, 11, 3, 8, 5, 6, 14)","(15, 10, 17, 12, 13, 16, 18, 18, 20, 17, 16, 20, 17, 16, 17, 17, 12, 11, 19, 10)"
2,8,"(18, 4, 9, 10, 24, 21, 7, 14, 17, 5, 0, 15, 1, 12, 22, 2, 8, 6, 16, 11, 3, 23, 19, 13, 20)","(13, 14, 10, 14, 13, 18, 14, 12, 17, 19, 17, 18, 18, 11, 19, 11, 14, 18, 15, 18, 10, 17, 18, 13, 16)"
2,9,"(24, 1, 4, 20, 21, 0, 10, 12, 11, 6, 3, 8, 14, 9, 17, 2, 22, 15, 5, 23)","(11, 20, 13, 14, 10, 17, 14, 15, 11, 17, 11, 13, 13, 19, 15, 19, 20, 16, 12, 19)"
3,0,"(6, 18, 1, 11, 22, 15, 12, 14, 9, 24, 2, 4, 10, 17, 21, 19, 0, 8, 16, 7)","(12, 13, 13, 10, 19, 15, 18, 14, 19, 18, 12, 15, 14, 14, 19, 14, 18, 20, 11, 12)"
3,1,"(14, 7, 6, 5, 22, 0, 9, 17, 20, 3, 18, 12, 4)","(16, 10, 14, 20, 12, 12, 13, 12, 15, 13, 20, 16, 17)"
3,2,"(17, 6, 19, 20, 10, 15, 13, 4, 23, 9, 22, 24, 21, 5, 11, 18, 14, 12, 7, 0, 1, 16, 2, 3, 8)","(12, 19, 20, 14, 20, 16, 16, 17, 11, 20, 11, 16, 18, 14, 15, 17, 17, 15, 19, 10, 11, 17, 20, 20, 15)"
3,3,"(20, 17, 4, 13, 9, 24, 5, 16, 14, 0, 8)","(11, 18, 16, 13, 16, 13, 17, 14, 15, 14, 15)"
3,4,"(4,)","(18,)"
3,5,"(3, 12, 5, 1, 19, 11, 14, 13, 22, 24, 2, 21, 7, 15, 17, 0, 4, 18, 8, 10, 9)","(19, 12, 19, 17, 15, 20, 10, 10, 11, 20, 17, 10, 11, 12, 17, 17, 10, 16, 13, 12, 20)"
3,6,"(15, 5, 8, 2, 10, 23, 1, 3, 6)","(14, 12, 14, 11, 20, 15, 14, 11, 15)"
3,7,"(10, 5, 9, 11, 8, 6, 20, 24, 7, 2, 4, 21, 15, 0, 13)","(20, 20, 12, 10, 16, 20, 14, 13, 16, 20, 11, 11, 10, 13, 17)"
4,0,"(4, 11, 14, 0, 15, 7, 16, 3, 23, 17, 21, 5, 2, 19, 13, 20)","(11, 12, 19, 13, 18, 20, 17, 10, 10, 15, 11, 16, 12, 17, 11, 13)"
4,1,"(19, 3, 17, 20, 24, 18, 21, 13)","(16, 11, 11, 11, 15, 15, 14, 12)"
4,2,"(18, 22, 4, 9, 0, 24, 16, 13, 7, 6, 19, 20)","(16, 12, 20, 20, 12, 11, 18, 19, 10, 19, 20, 12)"
4,3,"(13, 7, 21, 15, 10, 19, 5, 8, 17, 16, 23, 11, 9, 12, 2, 20, 14, 18)","(17, 15, 13, 20, 12, 16, 19, 20, 17, 13, 11, 11, 12, 11, 19, 16, 15, 16)"
4,4,"(23, 7, 0, 6, 20, 8, 21, 1, 19, 15, 11, 14, 5)","(15, 12, 13, 14, 20, 11, 13, 18, 19, 19, 19, 14, 10)"
5,0,"(19, 16, 1, 6, 21, 13, 7, 20, 11, 18, 15, 17, 10, 14)","(20, 14, 13, 18, 19, 18, 13, 16, 14, 20, 10, 13, 17, 16)"
5,1,"(24, 5, 19, 7, 17, 8)","(11, 13, 17, 20, 19, 11)"
5,2,"(23, 8, 13, 24, 9, 15, 19, 5, 22, 12, 0, 14, 11, 21, 20, 6, 4, 7, 17, 2, 16, 18)","(18, 10, 15, 15, 12, 16, 19, 16, 15, 18, 20, 12, 17, 11, 10, 19, 11, 10, 14, 13, 10, 10)"
5,3,"(15, 24, 18, 17, 19, 23, 1, 13, 2, 0, 5, 22, 9, 8, 3, 7, 16, 4, 6)","(16, 18, 14, 20, 18, 16, 16, 16, 11, 20, 18, 18, 19, 12, 14, 11, 14, 11, 18)"
5,4,"(11, 8, 7, 24, 9, 20, 12, 19, 6, 23, 15, 1, 18, 13, 4, 2, 16, 17, 21, 14, 0, 10)","(13, 12, 18, 15, 16, 19, 20, 20, 20, 20, 11, 14, 16, 13, 10, 13, 11, 16, 11, 17, 19, 19)"
5,5,"(9, 23, 15, 3, 21, 8, 22, 24, 10, 19, 11, 20, 1)","(10, 14, 20, 20, 12, 11, 10, 12, 10, 12, 17, 15, 18)"
5,6,"(12, 1, 19)","(18, 14, 12)"
6,0,"(18, 23, 17, 6, 9, 4, 14, 12, 11, 19, 21, 10, 5, 15, 22, 16, 13, 20, 24, 7, 1, 2, 3, 0, 8)","(15, 12, 14, 11, 10, 15, 16, 14, 18, 11, 14, 19, 20, 11, 17, 17, 18, 15, 10, 17, 19, 12, 15, 12, 14)"
6,1,"(3, 4, 0, 14, 10, 19, 8, 2, 6, 12, 20, 17, 13, 24, 11, 23, 22, 9, 21, 16)","(11, 19, 20, 11, 13, 18, 10, 10, 10, 13, 10, 17, 15, 16, 12, 12, 10, 18, 20, 16)"
6,2,"(22, 24, 2, 23, 4, 13, 19, 10, 15, 1)","(13, 15, 13, 16, 15, 14, 11, 19, 15, 11)"
6,3,"(4, 24, 15, 2, 9, 6, 5, 21)","(18, 20, 10, 12, 13, 18, 10, 16)"
6,4,"(17, 6, 12, 9, 22, 18, 13, 7, 23, 19, 15, 2, 16, 14, 3, 21, 1, 24, 20, 0, 10, 11, 4)","(11, 17, 14, 14, 15, 11, 18, 17, 10, 15, 13, 14, 19, 14, 19, 13, 17, 15, 19, 17, 13, 18, 13)"
6,5,"(5, 21, 1)","(12, 10, 16)"
7,0,"(17, 12, 5)","(10, 13, 18)"
7,1,"(22, 9, 10, 15, 17, 4, 13, 11, 5)","(15, 20, 10, 15, 10, 20, 16, 14, 11)"
7,2,"(18, 13, 6, 22, 8)","(13, 18, 13, 16, 17)"
7,3,"(24, 15, 8, 13, 12, 20, 2, 1, 4, 17, 9, 7, 22)","(10, 12, 14, 11, 10, 13, 18, 16, 15, 17, 11, 19, 11)"
7,4,"(5, 23, 16, 1, 17, 9, 13, 22, 7, 8, 2, 14, 21, 12, 3, 4, 10, 18, 15, 11, 19, 24, 0)","(18, 12, 20, 16, 11, 19, 19, 10, 16, 20, 12, 13, 14, 14, 15, 16, 15, 15, 17, 14, 13, 11, 13)"
7,5,"(5, 13, 10, 17, 0, 15, 19, 23, 20, 16, 18, 4, 6, 22, 24, 9, 3, 11, 14, 12, 21)","(12, 19, 11, 12, 11, 12, 17, 17, 15, 16, 11, 18, 15, 13, 17, 14, 17, 14, 11, 11, 12)"
7,6,"(1, 4, 23, 2, 21)","(20, 14, 19, 10, 13)"
7,7,"(22, 2, 3, 11, 12, 6, 7, 18, 14, 24, 20, 9, 15, 21, 5, 1, 0, 10, 8, 19, 4, 23, 16, 17)","(15, 12, 11, 13, 15, 16, 18, 10, 20, 14, 14, 12, 10, 16, 17, 18, 18, 13, 11, 17, 11, 12, 11, 10)"
7,8,"(17, 6, 15, 4, 13, 21, 9, 23, 3, 8, 22, 14, 1)","(10, 13, 12, 13, 16, 15, 20, 20, 20, 11, 19, 19, 14)"
