kind,task,machine_selectable,process_time
0,0,"(18, 17, 10, 13, 22, 26, 1, 2, 7, 27, 9, 28, 4, 21, 11, 3, 5, 20, 16, 15, 29, 14, 12, 19, 24, 6, 0, 23, 25, 8)","(11, 11, 12, 20, 12, 13, 12, 11, 14, 20, 20, 12, 15, 12, 16, 11, 11, 19, 17, 20, 18, 19, 12, 15, 19, 14, 16, 15, 17, 14)"
0,1,"(5, 1, 18, 28, 26, 0, 16, 29)","(20, 20, 14, 16, 15, 13, 12, 15)"
0,2,"(29, 16, 1, 9, 10, 17, 21, 25, 14, 19, 5)","(20, 15, 14, 14, 11, 11, 18, 11, 18, 20, 15)"
0,3,"(7, 29, 24, 9, 16, 10, 12, 25, 15, 11, 17, 27, 22, 26, 6, 2)","(11, 13, 16, 17, 13, 18, 10, 20, 15, 12, 10, 13, 18, 20, 20, 18)"
0,4,"(17, 23, 12, 19, 2, 28, 8, 27, 5, 21, 3, 18, 1, 7, 11, 6, 15, 26, 0, 25, 9, 10, 22)","(11, 19, 13, 17, 16, 18, 14, 11, 18, 14, 17, 11, 14, 16, 20, 12, 12, 10, 11, 14, 20, 18, 13)"
0,5,"(7, 1, 21, 11, 9, 27, 14, 24, 19, 18, 6, 13, 23, 15, 25, 26, 10, 16, 2, 22, 3, 4, 5, 0, 17)","(13, 13, 15, 14, 10, 11, 11, 12, 17, 12, 18, 13, 16, 10, 13, 10, 18, 17, 16, 14, 17, 17, 10, 19, 10)"
1,0,"(24, 7, 11, 13, 10, 12, 14, 28, 6, 2, 3, 9, 16, 23, 8, 26, 22, 4, 27, 29, 25, 5, 1, 17)","(16, 20, 20, 17, 16, 11, 18, 13, 17, 16, 12, 19, 15, 10, 17, 16, 20, 17, 11, 20, 16, 12, 11, 17)"
1,1,"(16, 27, 7, 18, 13, 5, 24, 8, 17, 25, 21, 0, 20, 2, 14, 6, 12, 29, 23)","(12, 10, 14, 18, 18, 18, 16, 18, 10, 20, 14, 11, 18, 16, 19, 13, 10, 13, 20)"
1,2,"(14, 1, 0, 20, 21, 26, 9, 25, 29, 13, 27, 3, 16, 4)","(12, 16, 14, 20, 15, 16, 14, 19, 16, 17, 14, 11, 19, 19)"
1,3,"(21, 25, 18, 9, 16, 22, 23, 14, 27, 0, 15, 3, 4, 24, 29)","(11, 16, 10, 15, 20, 13, 19, 20, 10, 16, 14, 19, 10, 19, 17)"
1,4,"(27, 1, 23, 21, 18, 4, 9, 2, 8, 7, 0, 12, 15, 19, 17, 22, 11, 10, 5, 24, 29, 6, 14, 28, 25)","(20, 10, 13, 14, 12, 15, 20, 11, 19, 17, 20, 10, 11, 18, 11, 15, 18, 19, 11, 13, 16, 18, 12, 19, 16)"
1,5,"(25, 26, 2, 5, 0, 15, 1, 16, 7, 12, 10, 13, 21, 27, 4, 3, 18, 8, 17, 11, 29, 28, 20, 14, 19, 23, 24)","(17, 10, 17, 14, 12, 11, 15, 13, 11, 19, 13, 20, 16, 12, 15, 12, 16, 10, 12, 12, 11, 16, 19, 10, 18, 18, 17)"
1,6,"(15, 11, 9, 13, 18, 5, 7, 1, 23, 27, 19, 24, 14, 25, 6, 3, 8, 21, 17, 0, 10, 28, 26, 2, 12, 4, 22, 20, 29)","(15, 14, 18, 10, 12, 19, 13, 13, 15, 18, 13, 18, 14, 13, 20, 19, 20, 11, 10, 16, 15, 17, 13, 15, 11, 17, 14, 15, 14)"
1,7,"(9, 20, 2)","(16, 19, 13)"
2,0,"(24, 10, 18, 20, 25, 28, 8, 26, 27, 2, 11, 12, 14, 1, 6, 19, 3, 23, 22, 29, 4, 13, 21)","(15, 11, 10, 12, 11, 14, 10, 11, 12, 18, 13, 13, 11, 19, 15, 15, 18, 20, 19, 17, 19, 19, 10)"
2,1,"(1, 29, 17, 5, 24, 20, 19, 3, 4)","(13, 15, 19, 17, 11, 17, 17, 11, 17)"
2,2,"(12, 0, 17, 20, 26, 25, 7, 15, 27, 13, 24, 16, 1, 10, 3, 8, 4)","(10, 13, 10, 15, 16, 18, 17, 10, 19, 14, 11, 12, 14, 16, 10, 15, 11)"
2,3,"(7,)","(16,)"
2,4,"(26, 6, 2, 20, 23, 29, 22)","(14, 18, 13, 20, 20, 18, 19)"
2,5,"(17, 20, 23, 2, 3, 8, 28, 15, 18, 10, 1, 22, 11, 7, 29, 14, 16, 5, 12, 4, 0, 13, 19)","(15, 13, 13, 17, 16, 18, 14, 11, 18, 17, 16, 17, 17, 20, 16, 10, 10, 16, 14, 13, 14, 15, 20)"
2,6,"(25, 7, 12, 5, 19, 23, 21, 4, 24, 0, 15, 20, 18, 26, 3, 22, 29, 9, 14, 27, 2, 28, 17, 10, 16)","(19, 17, 20, 20, 20, 13, 11, 20, 17, 13, 10, 13, 13, 12, 14, 19, 16, 17, 15, 17, 14, 15, 11, 10, 14)"
2,7,"(16, 25, 1, 26, 7, 13, 4, 19, 11, 10, 17, 23, 2, 12, 28, 24, 18, 3, 14, 5, 8, 21, 29, 27, 9, 22, 6, 15)","(18, 14, 18, 10, 19, 14, 17, 13, 11, 18, 11, 15, 16, 10, 15, 14, 12, 17, 10, 17, 19, 19, 15, 19, 14, 17, 16, 11)"
2,8,"(20, 13, 18, 28, 6, 8, 17, 3, 5, 21, 22, 0, 14, 27, 1, 24, 15, 19, 7, 11, 25, 9, 12, 4, 16, 26, 23, 2, 10)","(11, 11, 10, 17, 19, 17, 16, 14, 17, 15, 14, 20, 15, 16, 15, 17, 12, 18, 19, 17, 12, 12, 16, 20, 19, 13, 14, 18, 15)"
2,9,"(27, 15, 28, 21, 26, 7, 10, 16, 9, 11, 12, 1, 20, 5, 18, 17, 23, 24, 2, 22, 14, 19)","(14, 20, 10, 13, 19, 10, 19, 18, 14, 20, 16, 18, 15, 16, 10, 16, 16, 19, 19, 12, 20, 16)"
3,0,"(22,)","(11,)"
3,1,"(24, 10, 3, 21, 17, 13, 23, 25, 0, 15, 5, 7, 27, 16, 14, 19, 4, 26, 12, 18, 28, 11)","(13, 18, 12, 16, 18, 17, 10, 19, 17, 17, 17, 17, 19, 15, 17, 10, 20, 13, 19, 19, 16, 12)"
3,2,"(5, 24)","(16, 13)"
3,3,"(9, 10, 17, 29, 1, 11, 7, 0, 22, 13, 28, 20, 27, 16, 19, 21, 3, 15, 26, 25, 6, 18, 8, 5, 23, 12, 4, 2, 24, 14)","(17, 17, 19, 12, 17, 11, 20, 11, 10, 17, 13, 15, 11, 12, 18, 19, 16, 12, 12, 20, 10, 16, 18, 20, 12, 14, 13, 12, 13, 13)"
3,4,"(15, 1, 10, 22, 8, 20, 9, 0, 3, 27, 23, 4, 26, 13, 6)","(20, 13, 10, 12, 13, 19, 19, 13, 14, 14, 16, 10, 16, 10, 16)"
3,5,"(5, 18, 11, 1, 3, 6, 7, 29, 24, 27, 4, 14, 26, 2, 0, 15, 21, 10, 23, 28, 19, 12)","(19, 14, 13, 20, 10, 16, 19, 15, 20, 12, 13, 15, 17, 18, 16, 15, 12, 19, 14, 11, 12, 18)"
3,6,"(2, 1, 13, 27, 24, 6, 3, 26, 0, 25, 20, 9, 7, 19, 22, 18, 23, 17, 21, 29, 8, 28, 10, 12)","(15, 13, 17, 10, 10, 16, 14, 14, 18, 18, 15, 14, 18, 17, 15, 13, 11, 11, 19, 20, 18, 10, 14, 12)"
4,0,"(18, 4, 6, 10, 23, 7, 15, 17)","(15, 15, 14, 12, 18, 10, 15, 13)"
4,1,"(21, 9, 24, 28, 1, 29, 25, 20, 22, 12, 7, 3, 17, 8, 4, 14, 16, 27, 15, 0, 6, 10, 19, 11, 26, 2)","(17, 16, 14, 12, 15, 15, 10, 17, 18, 16, 18, 18, 20, 17, 18, 16, 10, 20, 12, 10, 13, 19, 12, 12, 11, 13)"
4,2,"(7, 28, 13, 15, 26, 21, 1, 24, 14, 22, 9, 19)","(11, 17, 10, 11, 19, 15, 18, 16, 16, 13, 19, 19)"
4,3,"(3, 11, 20, 22, 29, 16, 5, 6, 27, 18, 26, 28, 17, 0, 14, 9, 12, 8, 19, 15, 2, 10, 24, 1, 21)","(20, 12, 18, 17, 19, 18, 17, 12, 18, 17, 13, 11, 14, 12, 14, 19, 15, 16, 12, 19, 11, 17, 20, 19, 16)"
4,4,"(11, 20, 25, 14, 23, 29, 2, 5, 3, 7, 19, 1, 24, 4, 28, 18, 27, 6, 26, 10, 15)","(14, 14, 11, 16, 10, 13, 13, 12, 18, 18, 18, 10, 17, 10, 10, 15, 11, 10, 12, 18, 17)"
4,5,"(3, 11, 8, 29, 1, 7, 12, 15, 25, 26, 20, 5, 27, 16)","(14, 15, 20, 11, 12, 10, 12, 20, 12, 20, 10, 11, 17, 15)"
4,6,"(23, 12, 11, 25, 22, 28, 3, 19, 27, 9, 16, 17, 0, 6, 14, 24, 1, 18, 21, 13, 20, 4, 26, 7, 8, 15, 2)","(14, 15, 14, 11, 16, 14, 18, 17, 19, 12, 20, 11, 10, 14, 16, 16, 12, 17, 15, 20, 10, 11, 15, 12, 16, 20, 20)"
4,7,"(19, 4, 14, 27, 23, 10, 0, 15, 21, 28, 11, 17)","(19, 17, 14, 14, 12, 10, 13, 16, 10, 17, 18, 15)"
4,8,"(17, 25, 7, 16, 12, 18, 10, 13, 26, 11, 22, 28, 3, 14, 21, 1, 15, 4)","(14, 18, 13, 13, 10, 19, 15, 18, 17, 12, 13, 18, 13, 16, 18, 20, 10, 16)"
5,0,"(24, 26, 23, 20, 12, 6, 0, 15, 10, 3, 13, 9, 2, 21, 17, 1, 25, 4, 5, 19, 18, 14, 27, 16, 11, 29, 8)","(10, 11, 14, 15, 17, 19, 12, 13, 12, 16, 17, 11, 14, 20, 18, 15, 18, 11, 19, 20, 17, 10, 11, 15, 10, 11, 19)"
5,1,"(10, 0, 21, 16, 12)","(16, 17, 19, 17, 20)"
5,2,"(5, 27, 20, 3, 24, 21, 28, 2, 1, 6, 19, 14, 23)","(12, 10, 19, 12, 15, 11, 19, 12, 10, 11, 18, 12, 18)"
5,3,"(1, 29, 26, 15, 22, 20, 23, 25, 9, 6, 10, 5, 2, 8, 3, 7, 14, 11, 28, 17, 27, 24, 4, 0, 19, 21, 16)","(15, 12, 13, 13, 12, 19, 17, 10, 14, 19, 20, 13, 17, 19, 15, 18, 12, 19, 11, 15, 18, 20, 15, 15, 11, 11, 16)"
5,4,"(6,)","(13,)"
5,5,"(9, 26, 22, 15, 11, 0, 13, 8, 28, 24, 16, 21, 14, 6, 17, 23, 1)","(19, 20, 17, 11, 14, 19, 12, 10, 17, 15, 17, 14, 11, 14, 12, 14, 18)"
6,0,"(24, 27, 8, 1, 6, 15)","(17, 13, 19, 16, 12, 16)"
6,1,"(6, 27, 12, 20, 22, 25, 23, 5, 21, 8, 15, 19, 29, 26, 28, 7, 13, 14, 16, 2, 0, 10, 4, 9, 17, 18, 11, 1)","(12, 15, 19, 11, 18, 18, 13, 11, 12, 14, 20, 19, 17, 17, 13, 20, 16, 17, 17, 12, 14, 14, 13, 20, 14, 13, 20, 15)"
6,2,"(1, 5, 3, 20, 18, 8, 4, 13, 16, 26, 21)","(14, 19, 17, 18, 17, 12, 19, 16, 15, 17, 11)"
6,3,"(8, 23, 5, 6, 20, 10)","(15, 16, 14, 13, 18, 20)"
